id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,counts
163,1010.0,"Agranular insular area, posterior part, layer 2/3",AIp2/3,11,1,3,8690,111.0,8,1,287,/997/8/567/688/695/315/95/111/163/,219866,,,f,288,2735510231,734881840,Agranular insular area posterior part layer 2/3,32989
965,969.0,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,11,1,3,8690,894.0,8,1,300,/997/8/567/688/695/315/254/894/965/,1AA698,,,f,301,2863914633,734881840,Retrosplenial area lateral agranular part layer 2/3,101
355,1034.0,"Agranular insular area, posterior part, layer 6b",AIp6b,11,1,3,8690,111.0,8,1,290,/997/8/567/688/695/315/95/111/355/,219866,,,f,291,3556322142,734881840,Agranular insular area posterior part layer 6b,1866
1009,691.0,fiber tracts,fiber tracts,1,1,3,8690,997.0,1,1,1101,/997/1009/,CCCCCC,,,f,1102,771268094,734881840,fiber tracts,1
1074,1124.0,"Anterolateral visual area, layer 1",VISal1,11,1,3,8690,402.0,8,1,165,/997/8/567/688/695/315/669/402/1074/,08858C,,,f,166,2830003304,734881840,Anterolateral visual area layer 1,6911
412,1041.0,"Orbital area, lateral part, layer 2/3",ORBl2/3,11,1,3,8690,723.0,8,1,260,/997/8/567/688/695/315/714/723/412/,248A5E,,,f,261,2658172417,734881840,Orbital area lateral part layer 2/3,56139
658,506.0,lateral lemniscus,ll,10,1,3,8690,948.0,5,1,1140,/997/1009/967/933/948/658/,CCCCCC,,,f,1141,2249670554,734881840,lateral lemniscus,2404
743,941.0,"Entorhinal area, medial part, dorsal zone, layer 6",ENTm6,11,1,3,8690,926.0,9,1,516,/997/8/567/688/695/1089/822/909/926/743/,32B825,,,f,517,301262618,734881840,Entorhinal area medial part dorsal zone layer 6,17
866,532.0,ventral spinocerebellar tract,sctv,9,1,3,8690,326.0,5,1,1178,/997/1009/960/752/326/866/,CCCCCC,,,f,1179,744035824,734881840,ventral spinocerebellar tract,38
131,157.0,Lateral amygdalar nucleus,LA,8,1,3,8690,703.0,5,1,561,/997/8/567/688/703/131/,90EB8D,,,f,562,437540953,734881840,Lateral amygdalar nucleus,6231
434,761.0,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3,11,1,3,8690,879.0,8,1,327,/997/8/567/688/695/315/254/879/434/,1AA698,,,f,328,1081955810,734881840,Retrosplenial area dorsal part layer 2/3,76
1035,1119.0,"Supplemental somatosensory area, layer 4",SSs4,11,1,3,8690,378.0,8,1,103,/997/8/567/688/695/315/453/378/1035/,188064,,,f,104,1509795198,734881840,Supplemental somatosensory area layer 4,30774
1047,979.0,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,11,1,3,8690,329.0,9,1,54,/997/8/567/688/695/315/453/322/329/1047/,188064,,,f,55,3439709501,734881840,Primary somatosensory area barrel field layer 4,73205
680,933.0,"Orbital area, ventrolateral part, layer 6b",ORBvl6b,11,1,3,8690,746.0,8,1,277,/997/8/567/688/695/315/714/746/680/,248A5E,,,f,278,705314145,734881840,Orbital area ventrolateral part layer 6b,207
17,426.0,"Superior colliculus, motor related, intermediate white layer",SCiw,9,1,3,8690,294.0,6,1,833,/997/8/343/313/323/294/17/,FF90FF,,,f,834,2563539216,734881840,Superior colliculus motor related intermediate white layer,43
